keyword,CDT,CDT-translation,CDT-English-Post,,,,,,,
面瘫胡,1,Frozen-Faced Hu [Jintao],,,,,,,,
六扇门,1,imperial judiciary,,,,,,,,
水工系,1,Department of Irrigation Works,,,,,,,,
天线宝（宝）,1,Teletubb(ies),,,,,,,,
江小鱼,1,Jiang Little-fish,,,,,,,,
方便面+下架,1,instant noodles + expired,,,,,,,,
轮胎+天线,1,tire + antenna,,,,,,,,
习+太子,1,Xi + princeling,,,,,,,,
兵变,1,mutiny,,,,,,,,
zhou yongkang,1,zhou yongkang,,,,,,,,
ZYK,1,ZYK,,,,,,,,
周YK,1,Zhou YK,,,,,,,,
胡一刀,1,Hu Yidao,,,,,,,,
帝都,1,imperial capital,,,,,,,,
康师傅+下架,1,Kang Shifu + expired,,,,,,,,
王丽娟+护士长,1,Wang Lijuan + head nurse,,,,,,,,
番号不明部队,1,troops of unclear designation,,,,,,,,
天线宝宝+康师傅,1,Teletubbies + Kang Shifu,,,,,,,,
天线宝宝+方便面,1,Teletubbies + instant noodles,,,,,,,,
天线宝宝+轮胎,1,Teletubbies + tire,,,,,,,,
锦湖轮胎,1,Jin Hu tire,,,,,,,,
锦胡轮胎,1,Jin Hu tire,,,,,,,,
京城+内斗,1,capital + internal struggle,,,,,,,,
北京+内斗,1,Beijing + internal struggle,,,,,,,,
中共+内斗,1,CCP + internal struggle,,,,,,,,
3月20日,1,March 20th,,,,,,,,
北京+昨晚,1,Beijing + last night,,,,,,,,
北京+大事,1,Beijing + big event,,,,,,,,
北京+枪,1,Beijing + gun,,,,,,,,
政变,1,coup d'état,,,,,,,,
领导层,1,level of leaders,,,,,,,,
北京+出事,1,Beijing + something happened,,,,,,,,
军车如林,1,forest of military vehicles,,,,,,,,
正规军调入,1,regular army transfer,,,,,,,,
北京高层,1,Beijing high level,,,,,,,,
falali,1,falali,,,,,,,,
实名,1,real name,,,,,,,,
邓立群,1,Deng Liqun,,,,,,,,
立军,1,Lijun,,,,,,,,
BXL,1,BXL,,,,,,,,
boxilai,1,boxilai,,,,,,,,
熙来,1,Xilai,,,,,,,,
西来,1,Xilai,,,,,,,,
谷开来,1,Gu Kailai,,,,,,,,
查身份证,1,check identification,,,,,,,,
尚书,1,imperial high minister,,,,,,,,
北四环+车祸,1,North Fourth Ring + car crash,,,,,,,,
保福寺+车祸,1,Temple of the Guarding of Blessing,,,,,,,,
法拉利,1,Ferrari,,,,,,,,
薄,1,Bo,,,,,,,,
3月13日,1,March 13th,,,,,,,,
李月月鸟,1,Li Moon Moon Bird [Li Peng],,,,,,,,
砍刀,1,machete,,,,,,,,
丁家班,1,Ding Jiaban,,,,,,,,
东方红时空,1,East Is Red Space (CCTV staff Spring Festival show),,,,,,,,
李庄事件,1,Li Zhuang incident,,,,,,,,
章沁生,1,Zhang Qinsheng,,,,,,,,
马晓军,1,Ma Xiaojun,,,,,,,,
税正宽,1,Shui Zhengkuan,,,,,,,,
外泄,1,leak (secrets),,,,,,,,
新疆+砍杀事件,1,Xinjiang + hacking death incident,,,,,,,,
叶城,1,Kargilik,,,,,,,,
WLJ,1,WLJ,,,,,,,,
何厚铧,1,He Houhua,,,,,,,,
黄明,1,Huang Ming,,,,,,,,
李颖,1,Li Ying,,,,,,,,
38军,1,38th Army,,,,,,,,
大活,1,Angelica dahurica,,,,,,,,
瘦腿袜,1,slimming stockings,,,,,,,,
不厚,1,not thick,,,,,,,,
姜维平,1,Jiang Weiping,,,,,,,,
王立军+公开信,1,Wang Lijun + open letter,,,,,,,,
黄奇帆,1,Huang Qifan,,,,,,,,
邱进,1,Qiu Jin,,,,,,,,
团中央,1,Communist Youth League,,,,,,,,
保护性拆除+临时性强奸,1,protective demolition + temporary rape,,,,,,,,
平西王,1,King Who Pacified the West,,,,,,,,
来俊臣,1,Lai Junchen,,,,,,,,
薄督,1,Captain Bo,,,,,,,,
成都美领馆,1,U.S. consulate in Chengdu,,,,,,,,
美领馆,1,U.S. embassy,,,,,,,,
政治庇护,1,political asylum,,,,,,,,
叙利亚+紧急声明,1,Syria + emergency declaration,,,,,,,,
王立军,1,Wang Lijun,,,,,,,,
王立军,1,Wang Lijun,,,,,,,,
盲人律师,1,blind lawyer,,,,,,,,
苹果日报,1,Apple Daily,,,,,,,,
刘信达,1,Liu Xinda,,,,,,,,
甘孜,1,Garze,,,,,,,,
阿坝,1,Aba (Prefecture),,,,,,,,
活埋+名单,1,bury alive + list of names,,,,,,,,
200+活埋,1,200 + bury alive,,,,,,,,
去国声明,1,leave the country and make a statement,,,,,,,,
网络评论员,1,Internet commentator,,,,,,,,
李思思男友,1,Li Sisi's boyfriend,,,,,,,,
薄熙来,1,Bo Xilai,,,,,,,,
七周年,1,seventh anniversary,,,,,,,,
7周年,1,7th anniversary,,,,,,,,
艾晓明,1,Ai Xiaoming,,,,,,,,
暴露,1,divulge,,,,,,,,
宪政民主,1,constitutional democracy,,,,,,,,
宗教+迫害,1,religion + persecution,,,,,,,,
同胞书,1,Books of Compatriots,,,,,,,,
反共,1,anti-communist,,,,,,,,
钱小芊,1,Qian Xiaoqian,,,,,,,,
互联网信息办公室,1,Internet Information Office,,,,,,,,
员老,1,elders [of CCP],,,,,,,,
国台办,1,Taiwan Affairs Office,,,,,,,,
黎庆洪+涉黑,1,Li Qinghong + criminal activity,,,,,,,,
十七届+中央,1,17th + CCP,,,,,,,,
台湾独立,1,Taiwan independence,,,,,,,,
争鸣,1,contend,,,,,,,,
温总,1,Chief Wen,,,,,,,,
布局,1,arrangement (of chessboard),,,,,,,,
军阀,1,warlord,,,,,,,,
删除负面信息,1,delete negative information,,,,,,,,
负面信息删除,1,negative information delete,,,,,,,,
网络删帖,1,deleted online posts,,,,,,,,
影帝温,1,Movie Star Wen,,,,,,,,
东京热,1,Tokyo-Hot,,,,,,,,
费孝通,1,Fei Xiaotong,,,,,,,,
余杰,1,Yu Jie,,,,,,,,
截访,1,block petitioners,,,,,,,,
人体,1,human body,,,,,,,,
丁书苗,1,Ding Shumiao,,,,,,,,
刘荻,1,Liu Di,,,,,,,,
独立中文笔会,1,Independent Chinese PEN Center,,,,,,,,
中国之春,1,Chinese Spring,,,,,,,,
黄雀行动,1,Operation Yellowbird,,,,,,,,
高自联,1,Capital Autonomous Federation of University Students,,,,,,,,
北高联,1,Capital Autonomous Federation of University Students,,,,,,,,
民主中国,1,democratic China,,,,,,,,
夺权,1,seize power,,,,,,,,
黄丽满,1,Huang Liman,,,,,,,,
朝鲜+政变,1,North Korea + coup,,,,,,,,
朝鲜+兵变,1,North Korea + mutiny,,,,,,,,
square,1,square,,,,,,,,
lichangchun,1,lichangchun,,,,,,,,
xijinping,1,xijinping,,,,,,,,
煽动颠覆国家政权,1,incite subversion of state power,,,,,,,,
中联办,1,Liaison Office of the Central People's Government [in Hong Kong SAR],,,,,,,,
热比娅,1,Libya,,,,,,,,
智晟,1,Zhisheng,,,,,,,,
港支联会,1,Hong Kong Alliance,,,,,,,,
国政通,1,Guozhengtong (microblog real-name marketplace),,,,,,,,
动乱,1,turmoil,,,,,,,,
吕加平,1,Lü Jiaping,,,,,,,,
江宋,1,Jiang Song (Jiang Zemin),,,,,,,,
江鬼,1,Devil Jiang (Jiang Zemin),,,,,,,,
宪法35条,1,Article 35 of the constitution,,,,,,,,
薛健婉,1,Xue Jinbo,,,,,,,,
天与地,1,When Heaven Burns,,,,,,,,
黄玉斌,1,Huang Yubin,,,,,,,,
天鹅绒革命,1,Velvet Revolution,,,,,,,,
黄莉新,1,Huang Lixin,,,,,,,,
毛小平,1,Mao Xiaoping,,,,,,,,
第一书记,1,first secretary-general,,,,,,,,
彭博社,1,Peng Boshe,,,,,,,,
张宏良,1,Zhang Hongliang,,,,,,,,
大法,1,[Falun] Dafa,,,,,,,,
郑雁雄,1,Zheng Yanxiong,,,,,,,,
伊斯兰,1,Islam,,,,,,,,
东突,1,ETLO [East Turkestan Liberation Organization],,,,,,,,
枪声,1,[sound of] gunshot,,,,,,,,
下体,1,nether regions,,,,,,,,
感言,1,testimonial,,,,,,,,
露丝,1,Rose [character from Internet novel Tomb of the Gods (神墓)],,,,,,,,
公民社会,1,civil society,,,,,,,,
迫害,1,persecute,,,,,,,,
厉以宁,1,Li Yining,,,,,,,,
周旭洲,1,Zhou Xuzhou,,,,,,,,
WK,1,WK,,,,,,,,
微博实名,1,Weibo real name,,,,,,,,
党委书记,1,Party committee secretary,,,,,,,,
庄烈宏,1,Zhuang Liehong,,,,,,,,
国际特赦,1,Amnesty International,,,,,,,,
汕尾,1,Shanwei,,,,,,,,
9.21,1,9.21,,,,,,,,
猝死,1,sudden death,,,,,,,,
薛锦波,1,Xue Jinbo,,,,,,,,
袭击,1,surprise attack,,,,,,,,
对峙,1,confront,,,,,,,,
乌鸦 坎坷,1,crow bumpy (first character in each word together are Wukan),,,,,,,,
陆丰,1,Lufeng,,,,,,,,
wukan,1,wukan,,,,,,,,
巨乳,1,big breasts,,,,,,,,
豪乳,1,big breasts,,,,,,,,
露点,1,dew point,,,,,,,,
一虎八奶,1,One Tiger Eight Breasts,,,,,,,,
宪章,1,charter,,,,,,,,
老妈蹄花,1,Laoma Tihua (documentary by Ai Weiwei),,,,,,,,
乌坎,1,Wukan,,,,,,,,
乌坎,1,Wukan,,,,,,,,
学联,1,student federation,,,,,,,,
乌尔,1,Wu'er,,,,,,,,
请用文明来说服我,1,"Please use ""civilzation"" to persuade me.",,,,,,,,
占凡体,1,[Hu] Zhanfan style,,,,,,,,
我在美国当市长助理,1,I Was a Mayoral Aide in the U.S. [book title],,,,,,,,
李群,1,Li Qun,,,,,,,,
元老,1,senior statesman,,,,,,,,
屁股,1,butt,,,,,,,,
洗牌,1,shuffle cards,,,,,,,,
蒋彦永,1,Jiang Yanyong,,,,,,,,
僧人自焚,1,monk self-immolates,,,,,,,,
四川 事件,1,Sichuan event,,,,,,,,
四川 军队,1,Sichuan army,,,,,,,,
轮奸,1,gang rape,,,,,,,,
多维,1,Duowei (overseas media organization),,,,,,,,
艾婶,1,"Aunt Ai (sounds like ""god Ai [Weiwei])",,,,,,,,
共青团中央,1,Communist Youth League central authorities,,,,,,,,
习太子,1,Princeling Xi,,,,,,,,
习王储,1,Crown Prince Xi,,,,,,,,
忠党国,1,faithful to the party-state,,,,,,,,
垮台,1,fall from power,,,,,,,,
倒台,1,fall from power,,,,,,,,
颜色革命,1,color revolution,,,,,,,,
余慧文,1,Yu Huiwen,,,,,,,,
郑恩宠,1,Zheng Enchong,,,,,,,,
江氏常委,1,Standing Committee members surnamed Jiang,,,,,,,,
辛子陵,1,Xin Ziling,,,,,,,,
博讯,1,Boxun,,,,,,,,
带路党,1,Guiding Party,,,,,,,,
美分党,1,One-Cent Party,,,,,,,,
天葬,1,sky burial,,,,,,,,
吃精,1,eat cum,,,,,,,,
茉莉花革,1,Jasmine Revolution,,,,,,,,
江罗,1,Jiang Luo,,,,,,,,
Jasmine,1,Jasmine,,,,,,,,
北京+年终奖,1,Beijing + year-end bonus,,,,,,,,
裆中央,1,Central Crotch (CCP),,,,,,,,
姬胜德,1,Ji Shengde,,,,,,,,
杨尚昆,1,Yang Shangkun,,,,,,,,
邹家华,1,Zou Jiahua,,,,,,,,
叶选平,1,Ye Xuanping,,,,,,,,
胡海青,1,Hu Haiqing,,,,,,,,
尉健行,1,Wei Jianxing,,,,,,,,
王荔蕻,1,Wang Lihong,,,,,,,,
冯正虎,1,Feng Zhenghu,,,,,,,,
王奉友,1,Wang Fengyou,,,,,,,,
敏感,1,sensitive,,,,,,,,
政治体制改革,1,reform of the political structure,,,,,,,,
内斗,1,internal struggle,,,,,,,,
裸聊,1,naked chat,,,,,,,,
火凤凰,1,FirePhoenix,,,,,,,,
八大类社会组织,1,eight major types of social organization,,,,,,,,
副主席,1,vice chairman,,,,,,,,
黑监狱,1,black jail,,,,,,,,
冉匪,1,Bandit Ran (Ran Yunfei),,,,,,,,
政治犯,1,political prisoner,,,,,,,,
帮派,1,faction,,,,,,,,
黄色,1,yellow (pornographic),,,,,,,,
八八,1,eight eight,,,,,,,,
外蒙,1,Outer Mongolia,,,,,,,,
邓朴方,1,Deng Pufang,,,,,,,,
北戴河会议,1,Beidaihe Meeting,,,,,,,,
领导层,1,ruling class,,,,,,,,
咪咪,1,titties,,,,,,,,
网评,1,Internet commentator,,,,,,,,
老虎庙,1,Tiger Temple,,,,,,,,
开枪,1,fire a gun,,,,,,,,
派系,1,faction,,,,,,,,
共党,1,"Common Party (middle character in ""communist party"" 共产党 removed)",,,,,,,,
封锁,1,block,,,,,,,,
金黄色葡萄球菌,1,"[should be ""yellow"" (pornographic) 黄色]",,,,,,,,
舒兰,1,Shulan,,,,,,,,
郭春平,1,Guo Chunping,,,,,,,,
令计划,1,Ling Jihua,,,,,,,,
警卫局,1,Security Bureau,,,,,,,,
江 亲信（词组或短语）,1,Jiang trusted followers,,,,,,,,
江系,1,Jiang system,,,,,,,,
胡系,1,Hu system,,,,,,,,
西安爆炸,1,Xi'an explosion,,,,,,,,
阳光时务,1,iSun Affairs,,,,,,,,
杜宪,1,Du Qian,,,,,,,,
薛飞,1,Xue Fei,,,,,,,,
雪山狮子旗,1,snow lion flag,,,,,,,,
军转,1,professional soldier,,,,,,,,
火药配方,1,gunpowder formula,,,,,,,,
罢运,1,strike,,,,,,,,
冲突,1,conflict,,,,,,,,
联名上书,1,submit a petition,,,,,,,,
艾瓜子,1,Melon Seed Ai [Weiwei],,,,,,,,
第二十三条,1,Article Twenty-Three,,,,,,,,
艾虎,1,Tiger Ai [Weiwei],,,,,,,,
艾ww,1,Ai ww,,,,,,,,
血染的风采,1,Bloodstained Glory,,,,,,,,
lama,1,lama,,,,,,,,
dalai,1,dalai,,,,,,,,
葵花籽,1,sunflower seeds,,,,,,,,
强暴,1,rape,,,,,,,,
刘先生,1,Mr. Liu,,,,,,,,
班子,1,brothel,,,,,,,,
吉林士兵,1,Jilin soldier,,,,,,,,
吉林战士（短语或组合）,1,Jilin combatant (stand-along phrase or phrase containing these words),,,,,,,,
95式自动步枪,1,QBZ-95,,,,,,,,
张新岩,1,Zhang Xinyan,,,,,,,,
李鑫鑫,1,Li Xinxin,,,,,,,,
杨帆,1,Yang Fan,,,,,,,,
林鹏汉,1,Lin Penghan,,,,,,,,
携枪出逃,1,flee carrying a gun,,,,,,,,
正无,1,[meaning unknown],,,,,,,,
异见,1,dissident,,,,,,,,
胡星斗,1,Hu Xingdou,,,,,,,,
国之利刃,1,Dagger of the State (novel),,,,,,,,
弟弟睡了,1,little brother is asleep,,,,,,,,
高瑛,1,Gao Ying,,,,,,,,
fakesheji,1,fakesheji,,,,,,,,
刘艳萍,1,Liu Yanping,,,,,,,,
路青,1,Lu Qing,,,,,,,,
刘晓原,1,Liu Xiaoyuan,,,,,,,,
老艾,1,Old Ai,,,,,,,,
艾末末,1,Ai Weiwei,,,,,,,,
艾借款,1,Ai lend money,,,,,,,,
艾捐款,1,Ai donate,,,,,,,,
艾汇款,1,Ai remit money,,,,,,,,
aiww,1,aiww,,,,,,,,
七宗罪,1,seven deadly sins,,,,,,,,
艾债主,1,Creditor Ai,,,,,,,,
草场地,1,Caochangdi,,,,,,,,
艾神,1,the god Ai,,,,,,,,
幸福大街储蓄所,1,Happiness Avenue Savings Agency (Ai Weiwei's house),,,,,,,,
艾虎子,1,Tiger Cub Ai,,,,,,,,
杜导正,1,Du Daozheng,,,,,,,,
韩正,1,Han Zheng,,,,,,,,
文化大革命,1,Great Cultural Revolution,,,,,,,,
tiananmen square,1,tiananmen square,,,,,,,,
democracy,1,democracy,,,,,,,,
cultural revolution,1,cultural revolution,,,,,,,,
culture revolution,1,culture revolution,,,,,,,,
CCP,1,CCP,,,,,,,,
JMZ,1,JMZ,,,,,,,,
一党专制,1,one-party autocracy,,,,,,,,
异议人士,1,dissident,,,,,,,,
异见人士,1,dissident,,,,,,,,
持不同政见,1,have different political views,,,,,,,,
丁关根,1,Ding Guangen,,,,,,,,
独裁,1,dictatorship,,,,,,,,
刘宾雁,1,Liu Binyan,,,,,,,,
蟹农场,1,Hexie Farm,,,,,,,,
蔡武,1,Cai Wu,,,,,,,,
夏勇,1,Xia Yong,,,,,,,,
盘古乐队,1,Punkgod,,,,,,,,
BLOOD,1,BLOOD,,,,,,,,
总书记,1,secretary-general,,,,,,,,
换届,1,leadership transition,,,,,,,,
抗议,1,protest,,,,,,,,
抗议,1,protest,,,,,,,,
乱伦,1,incest,,,,,,,,
五毛,1,fifty cents,,,,,,,,
屠杀,1,massacre,,,,,,,,
看中国,1,ChinaGaze (overseas website),,,,,,,,
CLY,1,CLY,,,,,,,,
陈希同,1,Chen Xitong,,,,,,,,
湖州抗税,1,Huzhou tax protest,,,,,,,,
被删除,1,was deleted,,,,,,,,
wenjiabao,1,wenjiabao,,,,,,,,
jiangzemin,1,jiangzemin,,,,,,,,
wubangguo,1,wubangguo,,,,,,,,
方励之,1,Fang Lizhi,,,,,,,,
亚洲周刊,1,Yazhou Zhoukan [Asia Weekly],,,,,,,,
胡金滔,1,Hu Jintao,,,,,,,,
胡掏X,1,Hu TaoX,,,,,,,,
胡X掏,1,Hu Xtao,,,,,,,,
胡套X,1,Hu TaoX,,,,,,,,
胡X套,1,Hu Xtao,,,,,,,,
胡涛,1,Hu TaoX,,,,,,,,
胡X涛,1,Hu Xtao,,,,,,,,
胡紧X,1,Hu JinX,,,,,,,,
胡X紧,1,Hu Xjin,,,,,,,,
刘四,1,Liu Four,,,,,,,,
liusi,1,liusi,,,,,,,,
liu四,1,liu four,,,,,,,,
bajiu,1,bajiu,,,,,,,,
捌九,1,eight nine,,,,,,,,
八玖,1,eight nine,,,,,,,,
陆四,1,"Lu four [sounds like ""liu si"" 64]",,,,,,,,
六肆,1,six four,,,,,,,,
良心犯,1,prisoner of conscience,,,,,,,,
瘟家保,1,Wen Jiabao,,,,,,,,
瘟假报,1,Wen Jiabao,,,,,,,,
温假报,1,Wen Jiabao,,,,,,,,
温夹包,1,Wen Jiabao,,,,,,,,
温佳宝,1,Wen Jiabao,,,,,,,,
贾庆,1,Jia Qing,,,,,,,,
胡锦X,1,Hu JinX,,,,,,,,
温加,1,Wen Add [Jia],,,,,,,,
温家X,1,Wen JiaX,,,,,,,,
温宝宝,1,Baby Wen,,,,,,,,
德江,1,Dejiang,,,,,,,,
近平,1,Xijin,,,,,,,,
庆林,1,Qinglin,,,,,,,,
涛哥,1,Brother Tao (Hu Jintao),,,,,,,,
家宝,1,Jiabao,,,,,,,,
克强,1,Keqiang,,,,,,,,
晓波,1,Xiaobo,,,,,,,,
八大,1,eight big [Eight Elders],,,,,,,,
反攻大陆,1,counterattack on the mainland,,,,,,,,
因言获罪,1,punish for one's words,,,,,,,,
自由民主,1,freedom and democracy,,,,,,,,
赵启正,1,Zhao Qizheng,,,,,,,,
集会,1,assemble,,,,,,,,
织里,1,Zhili [in Huzhou],,,,,,,,
性浪,1,Sex Wave [Sina],,,,,,,,
自由光诚,1,free Guangcheng,,,,,,,,
要有光,1,let there be light,,,,,,,,
要有诚,1,let there be truth,,,,,,,,
冻尸骨村,1,Frozen Skeleton Village [Dongshigu],,,,,,,,
东尸骨村,1,East Skeleton Village [Dongshigu],,,,,,,,
东师古,1,Dongshigu,,,,,,,,
郭伙佳,1,Guo Huojia,,,,,,,,
围攻,1,beseige,,,,,,,,
占领中国,1,occupy China,,,,,,,,
占领北京,1,occupy Beijing,,,,,,,,
占领上海,1,occupy Shanghai,,,,,,,,
占领广州,1,occupy Guangzhou,,,,,,,,
占领西安,1,occupy Xi'an,,,,,,,,
占领天津,1,occupy Tianjin,,,,,,,,
占领重庆,1,occupy Chongqing,,,,,,,,
占领乌鲁木齐,1,occupy Urumqi,,,,,,,,
占领拉萨,1,occupy Lhasa,,,,,,,,
占领武汉,1,occupy Wuhan,,,,,,,,
占领南昌,1,occupy Nanchang,,,,,,,,
占领福州,1,occupy Fuzhou,,,,,,,,
占领南京,1,occupy Nanjing,,,,,,,,
占领大连,1,occupy Dalian,,,,,,,,
占领杭州,1,occupy Hangzhou,,,,,,,,
占领哈尔滨,1,occupy Harbin,,,,,,,,
占领成都,1,occupy Chengdu,,,,,,,,
占领长沙,1,occupy Changsha,,,,,,,,
占领呼和浩特,1,occupy Hohhot,,,,,,,,
占领海口,1,occupy Haikou,,,,,,,,
占领郑州,1,occupy Zhengzhou,,,,,,,,
占领长春,1,occupy Changchun,,,,,,,,
占领沈阳,1,occupy Shenyang,,,,,,,,
占领西宁,1,occupy Xining,,,,,,,,
占领兰州,1,occupy Lanzhou,,,,,,,,
占领太原,1,occupy Taiyuan,,,,,,,,
占领昆明,1,occupy Kunming,,,,,,,,
占领石家庄,1,occupy Shijiazhuang,,,,,,,,
占领济南,1,occupy Jinan,,,,,,,,
占领海口,1,occupy Haikou,,,,,,,,
占领南宁,1,occupy Nanning,,,,,,,,
占领银川,1,occupy Yinchuan,,,,,,,,
占领吉林,1,occupy Jilin,,,,,,,,
占领深圳,1,occupy Shenzhen,,,,,,,,
占领温州,1,occupy Wenzhou,,,,,,,,
占领青岛,1,occupy Qingdao,,,,,,,,
占领中南海,1,occupy Zhongnanhai,,,,,,,,
占领金融街,1,Occupy Wall Street,,,,,,,,
占领王府井,1,occupy Wangfujing,,,,,,,,
新天地,1,Xintiandi [in Shanghai],,,,,,,,
长安街,1,Changan Avenue,,,,,,,,
西朝鲜,1,West Korea,,,,,,,,
洛阳性奴,1,Luoyang sex slave,,,,,,,,
喀什,1,Kashgar,,,,,,,,
低俗屠夫,1,Vulgar Butcher [Wu Gan],,,,,,,,
萧瀚,1,Xiao Han,,,,,,,,
克拉玛依,1,Karamay,,,,,,,,
张澜澜,1,Zhang Lanlan [Zhang Xiaoxue],,,,,,,,
胡涛,1,Hu [Jin]tao,,,,,,,,
坦克,1,tank,,,,,,,,
赖昌星,1,Lai Changxing,,,,,,,,
龙应台,1,Lung Ying-tai,,,,,,,,
双十节,1,Double Tenth Day (National Day of the Republic of China),,,,,,,,
三退,1,"Three Leaves (Falungong pledge to leave the Party, the Communist Youth League, and the Young Pioneers)",,,,,,,,
明慧,1,Minghui (Falungong website),,,,,,,,
anal,1,anal,,,,,,,,
下台,1,step down [from office],,,,,,,,
退党,1,leave the Party,,,,,,,,
暴政,1,tyranny,,,,,,,,
朋党参政,1,cronyism,,,,,,,,
党棍,1,party boss,,,,,,,,
工人党,1,Workers' Party,,,,,,,,
党国,1,party-state,,,,,,,,
胡+温,1,Hu + Wen,,,,,,,,
广场,1,square,,,,,,,,
维稳,1,stability maintenance,,,,,,,,
胡启立,1,Hu Qili,,,,,,,,
刘华清,1,Liu Huaqing,,,,,,,,
乔石,1,Qiao Shi,,,,,,,,
尉建行,1,Wei Jianxing,,,,,,,,
吴邦国,1,Wu Bangguo,,,,,,,,
九长老,1,Nine Elders,,,,,,,,
九常委,1,nine Standing Committee members,,,,,,,,
中华人民共和国,1,People's Republic of China,,,,,,,,
敏感瓷,1,sensitive porcelain,,,,,,,,
毛腊肉,1,Mao Cured-meat (Mao Zedong),,,,,,,,
土共,1,tugong (Hong Kong supporters of the CCP),,,,,,,,
伊斯兰教,1,Islam,,,,,,,,
人民报,1,People's Paper (overseas),,,,,,,,
反华势力,1,anti-Chinese force,,,,,,,,
一九八四,1,nineteen eighty-nine,,,,,,,,
梁光烈,1,Liang Guanglie,,,,,,,,
徐才厚,1,Xu Caihou,,,,,,,,
郭伯雄,1,Guo Boxiong,,,,,,,,
陈炳德,1,Chen Bingde,,,,,,,,
廖锡龙,1,Liao Xilong,,,,,,,,
王岐山,1,Wang Qishan,,,,,,,,
刘延东,1,Liu Yandong,,,,,,,,
马凯,1,Ma Kai,,,,,,,,
孟建柱,1,Meng Jianzhu,,,,,,,,
盛光祖,1,Sheng Guangzu,,,,,,,,
秦刚,1,Qin Gang,,,,,,,,
沈国放,1,Shen Guofang,,,,,,,,
军委,1,Military Commission [of the CCP],,,,,,,,
总书记,1,secretary-general,,,,,,,,
国务院副总理,1,vice-premier of the State Council,,,,,,,,
国家副主席,1,vice-chairman of the country,,,,,,,,
李肇星,1,Li Zhaoxing,,,,,,,,
网络管理办公室,1,Internet Management Office,,,,,,,,
张高丽,1,Zhang Gaoli,,,,,,,,
刘淇,1,Liu Qi,,,,,,,,
孟学农,1,Meng Xuenong,,,,,,,,
李鸿忠,1,Li Hongzhong,,,,,,,,
郭金龙,1,Guo Jinlong,,,,,,,,
刘奇葆,1,Liu Qibao,,,,,,,,
非暴力不合作,1,non-violent non-cooperation,,,,,,,,
穆斯林,1,Muslim,,,,,,,,
戴相龙,1,Dai Xianglong,,,,,,,,
CCAV,1,CCAV,,,,,,,,
蔡名照,1,Cai Mingzhao,,,,,,,,
江戏子,1,Actor Wen [Jiabao],,,,,,,,
温影帝,1,Movie Star Wen [Jiabao],,,,,,,,
陈光诚,1,Chen Guangcheng,,,,,,,,
滕彪,1,Teng Biao,,,,,,,,
谭作人,1,Tan Zuoren,,,,,,,,
六合彩,1,Mark Six,,,,,,,,
九评,1,Nine Commentaries,,,,,,,,
flg,1,flg,,,,,,,,
历史的伤口,1,Wound of History (song about Tiananmen Square Massacre),,,,,,,,
学潮,1,student movement,,,,,,,,
民主女神,1,Goddess of Democracy,,,,,,,,
血染的风采,1,Bloodstained Glory (patriotic song),,,,,,,,
示威,1,demonstrate,,,,,,,,
镇压,1,suppress,,,,,,,,
中国民主党,1,Chinese Democratic Party,,,,,,,,
支那,1,China,,,,,,,,
一中一台,1,"one China, one Taiwan",,,,,,,,
暴乱,1,riot,,,,,,,,
五毛蛋,1,fifty-cent egg,,,,,,,,
苏晓康,1,Su Xiaokang,,,,,,,,
团派,1,Tuanpai (Communist Youth League faction),,,,,,,,
5月35日,1,May 35th,,,,,,,,
普京是你爹,1,Putin is your daddy,,,,,,,,
特供,1,special supply (sounds like secret service),,,,,,,,
方滨兴,1,Fang Binxing,,,,,,,,
空椅子,1,empty chair,,,,,,,,
坦克人,1,Tank Man,,,,,,,,
网监,1,Net inspector,,,,,,,,
真理部,1,Ministry of Truth,,,,,,,,
网管办,1,Internet Management Office,,,,,,,,
国新办,1,State Council Information Office,,,,,,,,
中宣部,1,Central Propaganda Department,,,,,,,,
共产,1,communist,,,,,,,,
高行健,1,Gao Xingjian,,,,,,,,
长平,1,Chang Ping,,,,,,,,
唯色,1,Woeser,,,,,,,,
滕彪,1,Teng Biao,,,,,,,,
胡佳,1,Hu Jia,,,,,,,,
炸弹,1,bomb,,,,,,,,
炸药,1,explosive,,,,,,,,
雷管,1,detonator,,,,,,,,
汪洋,1,Wang Yang,,,,,,,,
薄瓜瓜,1,Bo Guagua,,,,,,,,
发轮,1,falun[gong],,,,,,,,
蒋彦永,1,Jiang Yanyong,,,,,,,,
迟浩田,1,Chi Haotian,,,,,,,,
北京当局,1,Beijing authorities,,,,,,,,
郑文,1,Zheng Wen,,,,,,,,
新京报,1,Beijing News,,,,,,,,
京华时报,1,Jinghua Times,,,,,,,,
京华,1,Jinghua,,,,,,,,
李登辉,1,Lee Teng-hui,,,,,,,,
非正常死亡,1,abnormal death,,,,,,,,
学潮,1,student movement,,,,,,,,
px,1,px,,,,,,,,
散步,1,take a walk,,,,,,,,
福佳,1,Fujia [Group],,,,,,,,
大连,1,Dalian,,,,,,,,
敏感词,1,sensitive word,,,,,,,,
GFW,1,GFW,,,,,,,,
删帖,1,deleted post,,,,,,,,
新闻自由,1,freedom of the press,,,,,,,,
无锡招商城,1,Wuxi Investment City,,,,,,,,
卢俊卿,1,Lu Junqing,,,,,,,,
卢星宇,1,Lu Xingyu,,,,,,,,
王青雷,1,Wang Qinglei,,,,,,,,
埃及,1,Egypt,,,,,,,,
空椅子,1,empty chair,,,,,,,,
茉莉花,1,jasmine,,,,,,,,
